,title,time,date,Hour
4274,what do i do,10:23 AM,24-Nov-19,10
4275,im a n00b,7:45 PM,23-Nov-19,19
4276,im fed up with life,7:34 PM,23-Nov-19,19
4277,is this suicidal thoughts,5:48 PM,23-Nov-19,17
4278,looking for feedback please help,11:47 AM,23-Nov-19,11
4279,petrified my boyfriend will commit suicide,7:15 AM,23-Nov-19,7
4280,anybody awake,4:12 AM,23-Nov-19,4
4281,thought of the day,1:11 PM,22-Nov-19,13
4282,im lonely and i cant take it anymore,8:42 AM,22-Nov-19,8
4283,i dont know how to deal with this,10:52 PM,21-Nov-19,22
4284,appetite loss,10:26 PM,21-Nov-19,22
4285,agomelatonin,8:32 PM,21-Nov-19,20
4286,hi i%E2%80%99m new here nice to meet ya,7:17 PM,21-Nov-19,19
4287,how far should one go with disengaging,4:01 PM,21-Nov-19,16
4288,i wonder if you feel this way,1:58 PM,21-Nov-19,13
4289,depression is a life on hold depression is frozen anger,12:13 PM,21-Nov-19,12
4290,my story,9:13 AM,21-Nov-19,9
4291,i cant do this anymore,2:17 AM,21-Nov-19,2
4292,cant get beyond my depression,2:15 AM,21-Nov-19,2
4293,struggling with partners depression sad,1:08 AM,21-Nov-19,1
4294,i wish my life was better,10:13 PM,20-Nov-19,22
4295,i cant cope anymore,10:12 PM,20-Nov-19,22
4296,fighting through a depressive episode,9:40 PM,20-Nov-19,21
4297,bad days,6:47 PM,20-Nov-19,18
4298,ive created fake online identities and i cant explain why,2:58 PM,20-Nov-19,14
4299,loud neighbours,9:47 AM,20-Nov-19,9
4300,looking after maddie thread x,12:14 AM,20-Nov-19,0
4301,i need help,9:52 PM,19-Nov-19,21
4302,frustrating circumstances,8:29 PM,19-Nov-19,20
4303,hanging on but slipping,3:27 PM,18-Nov-19,15
4304,maddie has eye neoplasia,3:26 PM,18-Nov-19,15
4305,wish today was over,8:28 PM,17-Nov-19,20
4306,joker 2019 joaquin phoenix,7:56 PM,17-Nov-19,19
4307,how can i help my daughter,7:34 PM,17-Nov-19,19
4308,bad thoughts creeping in,11:55 AM,17-Nov-19,11
4309,i think i try,8:56 AM,17-Nov-19,8
4310,how do i support tw suicidal thoughts,11:53 PM,16-Nov-19,23
4311,being around people doesnt make me any less lonely,2:53 PM,16-Nov-19,14
4312,girlfriend depression episode feel helpless,1:33 PM,16-Nov-19,13
4313,does it ever end,8:17 AM,16-Nov-19,8
4314,tools for depression,1:42 AM,16-Nov-19,1
4315,talking about caring about ourself,5:29 PM,15-Nov-19,17
4316,help me i desperately dont wanna go to work,2:12 AM,15-Nov-19,2
4317,fear of death,1:57 AM,15-Nov-19,1
4318,young overdose trigger warning,1:38 AM,15-Nov-19,1
4319,i hate my life,10:06 PM,14-Nov-19,22
4320,can anyone help,10:04 PM,14-Nov-19,22
4321,im scared that im going to kill myself,9:56 PM,14-Nov-19,21
4322,what%E2%80%99s a good alternative to self harm,5:07 AM,14-Nov-19,5
4323,dealing with friend with depression also seeking for advice,5:03 AM,14-Nov-19,5
4324,they say,4:44 AM,14-Nov-19,4
4325,being single is really starting to get to me,9:41 PM,13-Nov-19,21
4326,how to enjoy xmas,9:16 PM,13-Nov-19,21
4327,i dont want to exist anymore,9:04 PM,13-Nov-19,21
4328,unsatisified,11:59 AM,13-Nov-19,11
4329,excessive body hair is wearing me down,11:55 AM,13-Nov-19,11
4330,is it normal for people with depression to only push away one person,11:13 AM,13-Nov-19,11
4331,what%E2%80%99s the longest you%E2%80%99ve been signed off work with depression,6:37 AM,13-Nov-19,6
4332,depression housing and environmental illness,3:18 AM,13-Nov-19,3
4333,i get to feelin some type of way,12:36 AM,13-Nov-19,0
4334,im gross seriously x,8:59 PM,12-Nov-19,20
4335,i need advice urgently,2:23 AM,12-Nov-19,2
4336,only 2 days till i see my phyc,11:00 PM,11-Nov-19,23
4337,tired,5:39 PM,11-Nov-19,17
4338,the universe hates me atm,7:49 AM,11-Nov-19,7
4339,feeling absolutely terrible,10:44 PM,10-Nov-19,22
4340,my loneliness is making me give up,10:22 PM,10-Nov-19,22
4341,my depression is making me violent and angry,9:23 PM,10-Nov-19,21
4342,20 years old need serious advice,7:58 PM,10-Nov-19,19
4343,so depressed,5:05 PM,10-Nov-19,17
4344,frequent mood changes,2:52 PM,10-Nov-19,14
4345,loneliness,1:17 AM,10-Nov-19,1
4346,anyone with experience with lamotrigine,12:41 AM,10-Nov-19,0
4347,im really really really scared,9:39 PM,9-Nov-19,21
4348,i feel so lonely,9:27 PM,9-Nov-19,21
4349,well its back,7:54 PM,9-Nov-19,19
4350,work affecting my mental health,4:00 PM,7-Nov-19,16
4351,how do i make myself cry,1:59 PM,7-Nov-19,13
4352,i think my depression and isolation made me abusive and apathetic,9:04 AM,7-Nov-19,9
4353,anhedonia,3:42 AM,7-Nov-19,3
4354,bad time recently,2:57 AM,7-Nov-19,2
4355,feeling consumed by thoughts,3:55 PM,6-Nov-19,15
4356,verging on breaking point,10:28 PM,5-Nov-19,22
4357,feeling low beacuse i have no friends,3:00 AM,5-Nov-19,3
4358,i%E2%80%99m sorry,7:31 PM,4-Nov-19,19
4359,hubby may be depressed but i dont know for sure,1:51 PM,4-Nov-19,13
4360,getting help,11:28 AM,4-Nov-19,11
4361,occupational health,1:17 AM,4-Nov-19,1
4362,dont feel at all well,1:02 AM,4-Nov-19,1
4363,love trouble,7:53 PM,3-Nov-19,19
4364,feel like giving up but im scared about what happens when you die,7:42 PM,3-Nov-19,19
4365,procrastinating x,4:35 PM,3-Nov-19,16
4366,exhausted all of the time,3:14 PM,3-Nov-19,15
4367,i have lost the will to live,10:35 AM,3-Nov-19,10
4368,communication problems,10:20 AM,3-Nov-19,10
4369,struggling today,6:42 AM,3-Nov-19,6
4370,nobody responding,3:14 AM,3-Nov-19,3
4371,the crystallized moment,2:27 AM,3-Nov-19,2
4372,just venting about what happened with my friend,9:33 PM,2-Nov-19,21
4373,studying,8:37 PM,2-Nov-19,20
4374,doctor sais my depression cant be completely cured,8:26 PM,2-Nov-19,20
4375,uninterested in everything,8:19 PM,2-Nov-19,20
4376,need a space to air my thoughts,10:30 AM,2-Nov-19,10
4377,feeling very depressed and suicidal,8:35 AM,2-Nov-19,8
4378,my depression,8:09 AM,2-Nov-19,8
4379,feeling depressed about a girl,8:05 AM,2-Nov-19,8
4380,will i ever get back to the place where i want to live,7:47 AM,2-Nov-19,7
4381,i feel like my life is a joke,4:47 AM,2-Nov-19,4
4382,fun times,1:51 AM,2-Nov-19,1
4383,i dont know what to do or how to feel,1:06 AM,2-Nov-19,1
4384,help,10:33 PM,1-Nov-19,22
4385,im really upset,9:35 PM,1-Nov-19,21
4386,how long do i have to keep waiting,9:32 PM,1-Nov-19,21
4387,i feel more hopeless than ever because of college and life,2:46 PM,1-Nov-19,14
4388,how can i help my fianc%C3%A9,1:46 PM,1-Nov-19,13
4389,india building statues worth millions of dollars while people starve,10:44 AM,1-Nov-19,10
4390,how do i help my girlfriend who is really suffering with depression,9:27 AM,1-Nov-19,9
4391,mummys room wardrobe xxx,8:21 AM,1-Nov-19,8
4392,x,1:46 AM,1-Nov-19,1
4393,thoughts about nature of existence,12:01 AM,1-Nov-19,0
4394,hit rockbottom,9:14 PM,31-Oct-19,21
4395,stuck with no solution,8:21 PM,31-Oct-19,20
4396,my relationships are suffering,7:47 PM,31-Oct-19,19
4397,fed up,3:28 PM,31-Oct-19,15
4398,my bipolar depression is getting bad,2:11 PM,31-Oct-19,14
4399,feel so so stupid %F0%9F%98%94,9:35 AM,31-Oct-19,9
4400,hopeless,1:03 AM,31-Oct-19,1
4401,ive given up i think,10:17 PM,30-Oct-19,22
4402,do the thoughts ever go away,6:02 PM,30-Oct-19,18
4403,numb today,2:06 PM,30-Oct-19,14
4404,depression has taken over my whole life trigger warning,1:28 PM,30-Oct-19,13
4405,feeling hopeless,11:43 AM,30-Oct-19,11
4406,im not a bad person right,5:52 AM,30-Oct-19,5
4407,i dont get it,4:37 AM,30-Oct-19,4
4408,help,3:45 AM,30-Oct-19,3
4409,mirtzapine isnt working,9:55 PM,29-Oct-19,21
4410,so overwhelmed sad and unmotivated,9:50 PM,29-Oct-19,21
4411,my life,9:05 PM,29-Oct-19,21
4412,i shouldn%E2%80%99t be sad,8:49 PM,29-Oct-19,20
4413,existence,3:30 PM,29-Oct-19,15
4414,boyfriend broke up with me and i dont know what to do,1:18 PM,29-Oct-19,13
4415,advice needed plz,11:25 PM,28-Oct-19,23
4416,is it just me,7:24 PM,28-Oct-19,19
4417,stuck,3:10 PM,28-Oct-19,15
4418,symptoms,2:11 PM,28-Oct-19,14
4419,help please advice from anyone,11:45 PM,27-Oct-19,23
4420,campaign to get bupropion in the uk anyone interested,10:30 PM,27-Oct-19,22
4421,any tips on how to deal with moments of no energy motivation,8:20 PM,27-Oct-19,20
4422,unsure,8:02 PM,27-Oct-19,20
4423,feel like a pile of dung,3:24 PM,27-Oct-19,15
4424,i want to stay in bed for months,2:12 AM,27-Oct-19,2
4425,i am lonely,9:50 PM,26-Oct-19,21
4426,virgins in their 30s,7:09 PM,26-Oct-19,19
4427,fear and confusion hopelessness,4:34 PM,26-Oct-19,16
4428,friends annoyed with my behaviour,12:08 PM,26-Oct-19,12
4429,im not entirely sure,11:24 AM,26-Oct-19,11
4430,whats the point,10:15 AM,26-Oct-19,10
4431,no support feeling sad,4:07 AM,26-Oct-19,4
4432,i cry when i can%E2%80%99t talk to my boyfriend,11:52 PM,25-Oct-19,23
4433,i feel way too sad for a 26 year old,9:32 AM,25-Oct-19,9
4434,if people keep ignoring me i%E2%80%99m gonna harm myself,2:03 AM,25-Oct-19,2
4435,i feel a bit unhelpful,12:08 AM,25-Oct-19,0
4436,sitting alone and head not in a good space scared,11:31 PM,23-Oct-19,23
4437,feeling a bit better today,10:35 PM,23-Oct-19,22
4438,depression and anxiety for months,10:23 PM,23-Oct-19,22
4439,confused,4:50 PM,23-Oct-19,16
4440,anyone got any advice who take sertraline 150mg,1:54 PM,23-Oct-19,13
4441,what am i feeling what am i doing,3:31 AM,23-Oct-19,3
4442,never ending cycle,6:15 AM,21-Oct-19,6
4443,i dont want to live anymore,7:52 PM,20-Oct-19,19
4444,is anyone taking lithium and an antidepressant for treatment resistant depression,6:55 PM,20-Oct-19,18
4445,my meds do not work,5:26 PM,20-Oct-19,17
4446,is this recovering from depression,5:20 PM,20-Oct-19,17
4447,it seems so easy but the process is much more difficult then you think,6:47 PM,19-Oct-19,18
4448,college depression,5:56 PM,19-Oct-19,17
4449,fluoxetine missed periods,2:18 PM,19-Oct-19,14
4450,suicidal,7:54 PM,18-Oct-19,19
4451,divorce,10:00 AM,18-Oct-19,10
4452,proving myself to others,7:38 AM,18-Oct-19,7
4453,can a bad situation ever be fixed,4:10 PM,17-Oct-19,16
4454,depressed workaholic,9:06 PM,16-Oct-19,21
4455,im confused and dont know what to believe,4:53 PM,16-Oct-19,16
4456,i think i am falling into depression again,1:58 PM,16-Oct-19,13
4457,i don%E2%80%99t understand myself,8:36 PM,14-Oct-19,20
4458,medication side effects,7:20 AM,14-Oct-19,7
4459,new to this,12:35 AM,14-Oct-19,0
4460,how do y%E2%80%99all deal with loneliness,7:23 PM,13-Oct-19,19
4461,im 23 single have no irl friends depressed for over 10 years,2:32 PM,13-Oct-19,14
4462,loneliness is driving me insane,1:17 PM,13-Oct-19,13
4463,everyday i consider suicide,6:56 AM,13-Oct-19,6
4464,tough day everyday,6:29 AM,13-Oct-19,6
4465,another day falls away,11:10 PM,12-Oct-19,23
4466,music and beer is the only thing that works,8:57 PM,12-Oct-19,20
4467,my partner just randomly left one day,1:14 PM,12-Oct-19,13
4468,any ideas,9:50 AM,12-Oct-19,9
4469,uninterested in writing any help,3:07 AM,11-Oct-19,3
4470,is there really any reason to go on,8:51 AM,10-Oct-19,8
4471,dark fantasies,8:41 AM,10-Oct-19,8
4472,i want to die,3:58 AM,10-Oct-19,3
4473,being taken advantage of financially,1:16 PM,9-Oct-19,13
4474,i wish i could date someday,3:09 AM,9-Oct-19,3
4475,not sure if i%E2%80%99m depressed,2:47 AM,9-Oct-19,2
4476,f g rage,10:51 PM,7-Oct-19,22
4477,mental health awareness week,11:18 AM,7-Oct-19,11
4478,angry phase,8:41 PM,6-Oct-19,20
4479,fun is a useless pursuit,8:18 PM,6-Oct-19,20
4480,losing my future to depression,8:10 PM,6-Oct-19,20
4481,suicidal thoughts help me please,7:58 PM,6-Oct-19,19
4482,idk what to do anymore,7:54 PM,6-Oct-19,19
4483,depressed severe anxiety,5:53 PM,6-Oct-19,17
4484,lost a friend today,2:04 PM,6-Oct-19,14
4485,depression and studying,11:24 AM,6-Oct-19,11
4486,i%E2%80%99m a senior in college i%E2%80%99m 24 i have a disabled leg and i can%E2%80%99t make any friends should i just give up now,10:52 PM,5-Oct-19,22
4487,uk mh institutions,3:27 PM,5-Oct-19,15
4488,there is no point,5:17 PM,4-Oct-19,17
4489,when to stop taking drugs,5:13 PM,4-Oct-19,17
4490,i feel like im not strong enough,12:20 PM,4-Oct-19,12
4491,im having depressive suicidal thoughts almost every day,12:13 PM,4-Oct-19,12
4492,my story,10:24 AM,4-Oct-19,10
4493,ect works,2:08 AM,4-Oct-19,2
4494,any here over 26 old wants to chat,9:10 PM,3-Oct-19,21
4495,ect,7:55 PM,3-Oct-19,19
4496,this is the end,2:05 AM,3-Oct-19,2
4497,so depressed hugs,4:17 PM,2-Oct-19,16
4498,i dont want to be here anymore,2:42 PM,2-Oct-19,14
4499,my lifes good why arent i,2:33 PM,2-Oct-19,14
4500,bothered,2:23 PM,2-Oct-19,14
4501,could someone please reassure me,2:22 PM,2-Oct-19,14
4502,i hate my life,6:24 AM,2-Oct-19,6
4503,im back,6:18 AM,2-Oct-19,6
4504,burdening a friend,9:05 PM,30-Sep-19,21
4505,im just venting,11:56 PM,29-Sep-19,23
4506,relationship issues,9:51 PM,29-Sep-19,21
4507,vanish,9:28 PM,29-Sep-19,21
4508,addressing processing speed based depression,9:15 PM,28-Sep-19,21
4509,how do you take care of your emotional health,8:43 PM,28-Sep-19,20
4510,im in so much pain,8:20 PM,28-Sep-19,20
4511,energy,5:03 PM,28-Sep-19,17
4512,useless,2:37 AM,28-Sep-19,2
4513,need advice feeling manic,11:19 PM,27-Sep-19,23
4514,in a bad place,9:57 PM,26-Sep-19,21
4515,doctors,8:50 PM,26-Sep-19,20
4516,why aren%E2%80%99t i feeling better,2:03 PM,26-Sep-19,14
4517,whats wrong with me,8:23 PM,25-Sep-19,20
4518,just really struggling,8:38 PM,24-Sep-19,20
4519,feeling very suicidal,8:16 PM,24-Sep-19,20
4520,i have no friends i only have my boyfriend and i feel so alone,8:00 PM,24-Sep-19,20
4521,episode,7:58 PM,24-Sep-19,19
4522,new prescription,7:28 PM,24-Sep-19,19
4523,lost,2:10 AM,24-Sep-19,2
4524,feeling low could use a hug,5:47 PM,22-Sep-19,17
4525,i just need a place to share,3:50 PM,22-Sep-19,15
4526,stuck in tar,3:27 PM,22-Sep-19,15
4527,mind fog,7:56 AM,22-Sep-19,7
4528,help,4:21 AM,22-Sep-19,4
4529,how do you all do that,12:26 AM,22-Sep-19,0
4530,i feel awful,9:17 PM,21-Sep-19,21
4531,feeling depressed and lonely today,8:46 PM,21-Sep-19,20
4532,,4:53 AM,21-Sep-19,4
4533,coming crashing down a perfect storm,5:14 PM,20-Sep-19,17
4534,i need to stop eating so much,12:15 AM,20-Sep-19,0
4535,indecisive,10:55 PM,19-Sep-19,22
4536,booking a psychiatrist,9:43 PM,19-Sep-19,21
4537,increasing dose of my anti depressant,8:12 PM,19-Sep-19,20
4538,i dont think i get enough sleep,11:49 AM,19-Sep-19,11
4539,im unhappy with myself,10:54 PM,18-Sep-19,22
4540,im not sure im safe here,10:01 PM,18-Sep-19,22
4541,should i lend my sister money x,9:50 PM,18-Sep-19,21
4542,had a good day,3:12 AM,18-Sep-19,3
4543,depression chronic illness,12:13 PM,17-Sep-19,12
4544,breaking up with a depressed boyfriend,5:41 AM,17-Sep-19,5
4545,not knowing what you want from dating,10:29 PM,15-Sep-19,22
4546,being easier on myself hallelujah,1:48 PM,15-Sep-19,13
4547,so depressed i cried,1:30 PM,15-Sep-19,13
4548,feeling really down,9:43 AM,14-Sep-19,9
4549,people who deals with loneliness over 25 old,9:40 AM,14-Sep-19,9
4550,waves of depression,4:30 AM,14-Sep-19,4
4551,please help,10:15 PM,13-Sep-19,22
4552,i want to leave this world,6:58 PM,13-Sep-19,18
4553,swingy moods %E2%97%91 %E2%97%91,11:16 AM,13-Sep-19,11
4554,i can%E2%80%99t cry and i feel miserable about it,8:21 PM,12-Sep-19,20
4555,psych2go videos,2:03 PM,12-Sep-19,14
4556,vitamin b 12 supplements may help with depression,1:18 AM,12-Sep-19,1
4557,feeling unloved and completely alone in this world,8:02 PM,10-Sep-19,20
4558,wish i had the answers,5:52 PM,10-Sep-19,17
4559,i talk too much,11:00 AM,10-Sep-19,11
4560,as much as i love to be alive,4:19 AM,10-Sep-19,4
4561,no meds on a mission,11:50 PM,9-Sep-19,23
4562,im afraid its all my fault,11:45 PM,9-Sep-19,23
4563,sleep,9:24 AM,9-Sep-19,9
4564,one of those days,8:07 PM,8-Sep-19,20
4565,will this ever end,8:37 PM,6-Sep-19,20
4566,200 million people in this world why do i matter,4:44 PM,6-Sep-19,16
4567,sometimes the state of the world depresses me potentially triggering,2:18 PM,5-Sep-19,14
4568,this is hard,2:10 PM,5-Sep-19,14
4569,lack of self esteem poor impulse control or self punishment,9:29 AM,5-Sep-19,9
4570,never look at wedding photos when feeling blackness,8:58 AM,5-Sep-19,8
4571,has anyone had success with venlafaxine,4:42 PM,4-Sep-19,16
4572,how do you cope with weather change influencing your mental state,12:40 PM,4-Sep-19,12
4573,depression after bereavement,12:11 PM,4-Sep-19,12
4574,i hate it,7:09 AM,4-Sep-19,7
4575,i hate how i do this to myself,4:00 PM,3-Sep-19,16
4576,i havent felt so alone,3:37 PM,3-Sep-19,15
4577,things are bad again,3:27 PM,3-Sep-19,15
4578,feeling low today,9:50 AM,3-Sep-19,9
4579,plummeting mood,8:30 PM,2-Sep-19,20
4580,did we do the right thing trigger warning,8:29 PM,2-Sep-19,20
4581,what%E2%80%99s it like to be free from depression,8:21 PM,2-Sep-19,20
4582,anyone tried tms,7:00 AM,2-Sep-19,7
4583,today i had a really hard time online,8:33 PM,1-Sep-19,20
4584,difficult time,8:26 PM,1-Sep-19,20
4585,disregard of self care,8:10 PM,1-Sep-19,20
4586,i want it to end,7:31 PM,1-Sep-19,19
4587,pray for me that i die early,11:44 AM,1-Sep-19,11
4588,what is wrong with me,5:11 PM,31-Aug-19,17
4589,partners depression,10:51 AM,31-Aug-19,10
4590,i hate my family,8:55 PM,30-Aug-19,20
4591,suicide seems to be only option,8:42 PM,30-Aug-19,20
4592,im annoying arent i x,4:48 PM,30-Aug-19,16
4593,do whatever you want to me,10:08 AM,30-Aug-19,10
4594,cognitive dissonance can lead to depression,7:04 PM,28-Aug-19,19
4595,just me going on about my current life struggles,7:50 PM,27-Aug-19,19
4596,emotionally unbalanced,6:57 PM,27-Aug-19,18
4597,back to school,5:45 PM,27-Aug-19,17
4598,something weird is happening,9:01 AM,27-Aug-19,9
4599,i found out my husband cheated now my depression has crept back in,10:10 PM,26-Aug-19,22
4600,am s so upset,9:38 PM,26-Aug-19,21
4601,ive never felt more alone in my life,7:22 PM,26-Aug-19,19
4602,i feel so much pressure i am drained and i dont know how to go further anymore,2:58 PM,26-Aug-19,14
4603,college,12:35 AM,26-Aug-19,0
4604,im too tired to be on here much x,7:54 PM,25-Aug-19,19
4605,my girlfriend broke up with me because of depression,2:15 PM,25-Aug-19,14
4606,lots of tears lately,8:47 AM,25-Aug-19,8
4607,anti depressant question,11:43 AM,24-Aug-19,11
4608,struggling to study coping advice needed,9:00 AM,24-Aug-19,9
4609,what outsiders may not understand about depression,12:50 AM,24-Aug-19,0
4610,paranoid about my neighbourhood,12:51 AM,23-Aug-19,0
4611,help needed,10:23 AM,22-Aug-19,10
4612,fed up,12:48 AM,21-Aug-19,0
4613,im back for 2 days,11:06 PM,20-Aug-19,23
